scenario,t,y
Near future,45000,0.915266735117451
Near future,45900,0.9141391675316081
Near future,46800,0.914406803372912
Near future,47700,0.9134109724382742
Near future,48600,0.9095954205873169
Near future,49500,0.9111046874607388
Near future,50400,0.9096587896718379
Near future,51300,0.9110106483590287
Near future,52200,0.9072510598596429
Near future,53100,0.9075785904408404
Near future,54000,0.9059142424539872
Near future,54900,0.9033012729124175
Near future,55800,0.9034805613825385
Near future,56700,0.9035379196175716
Near future,57600,0.9019129532358198
Near future,58500,0.9023112497670969
Near future,59400,0.9027680895093438
Near future,60300,0.9047225887390906
Near future,61200,0.9054982750210182
Near future,62100,0.9089497389290486
Near future,63000,0.9104315677665845
Near future,63900,0.9092516642083013
Near future,64800,0.9113253855598771
Near future,65700,0.9130953305102152
Near future,66600,0.9149423920125342
Near future,67500,0.9176842613795493
Near future,68400,0.9200895745169329
Near future,69300,0.9186058833903118
Near future,70200,0.9170072117269027
Near future,71100,0.9121967838174454
Near future,72000,0.9169612073668718
Near future,72900,0.9333831378475523
Near future,73800,0.9485437882110854
Near future,74700,0.9596904810298158
Near future,75600,0.9643573031369641
Near future,76500,0.9690176369368907
Near future,77400,0.9714447212367484
Near future,78300,0.9747094702157892
Near future,79200,0.9759001635264978
Near future,80100,0.9771711082006834
Near future,81000,0.9810807591244836
Near future,81900,0.9827176955207328
Near future,82800,0.9827830947045184
Near future,83700,0.986748673765988
Near future,84600,0.9887808960341666
Near future,85500,0.9905579499857572
Mid term,0,0.9985390127096717
Mid term,900,0.9996286425413207
Mid term,1800,0.9998738526760396
Mid term,2700,0.9998636898072587
Mid term,3600,0.9996672588343988
Mid term,4500,0.9997697131964556
Mid term,5400,0.9998065406521537
Mid term,6300,0.9996461855016054
Mid term,7200,0.9995649012054713
Mid term,8100,0.9993472879121135
Mid term,9000,0.9994098829501668
Mid term,9900,0.9994523103994827
Mid term,10800,0.999149880262619
Mid term,11700,0.9988678422156256
Mid term,12600,0.9984450142475693
Mid term,13500,0.9986658854135781
Mid term,14400,0.9986634573816803
Mid term,15300,0.9977017138889686
Mid term,16200,0.996590789786772
Mid term,17100,0.9949801341859446
Mid term,18000,0.9914294156833168
Mid term,18900,0.9794384994016156
Mid term,19800,0.9567562252357242
Mid term,20700,0.9320422840598088
Mid term,21600,0.9284102598489626
Mid term,22500,0.935435930959408
Mid term,23400,0.9336244667659107
Mid term,24300,0.9354125908758033
Mid term,25200,0.936312046082675
Mid term,26100,0.9357531103923371
Mid term,27000,0.9349022801208507
Mid term,27900,0.9296795021931704
Mid term,28800,0.930115106985365
Mid term,29700,0.9311897267050998
Mid term,30600,0.9268048943493756
Mid term,31500,0.9218878962813233
Mid term,32400,0.9238958143680398
Mid term,33300,0.9275632324547503
Mid term,34200,0.9322168168574364
Mid term,35100,0.9317497366547862
Mid term,36000,0.9321130926921651
Mid term,36900,0.9341423909874984
Mid term,37800,0.9355490543978691
Mid term,38700,0.9335616658403822
Mid term,39600,0.9360851937474364
Mid term,40500,0.9334163584535536
Mid term,41400,0.9346576788230206
Mid term,42300,0.9308844265312578
Mid term,43200,0.9304572705278704
Mid term,44100,0.9276280314418551
Mid term,45000,0.9260642820130619
Mid term,45900,0.9247248284291576
Mid term,46800,0.9223007745346128
Mid term,47700,0.9255314698871754
Mid term,48600,0.9217171027829453
Mid term,49500,0.9214416587702177
Mid term,50400,0.9202295137051634
Mid term,51300,0.9185577527581837
Mid term,52200,0.9191773924581644
Mid term,53100,0.9165069467054062
Mid term,54000,0.9185592146511108
Mid term,54900,0.9162316769308413
Mid term,55800,0.9136069483070827
Mid term,56700,0.9156812524771469
Mid term,57600,0.9126504561584163
Mid term,58500,0.9131228799986361
Mid term,59400,0.9136559354192955
Mid term,60300,0.9141163113053152
Mid term,61200,0.9150981438777853
Mid term,62100,0.9170065977934911
Mid term,63000,0.9177110752062224
Mid term,63900,0.9207080222467449
Mid term,64800,0.9229347240150457
Mid term,65700,0.923361184996723
Mid term,66600,0.925061347243239
Mid term,67500,0.9265084202017916
Mid term,68400,0.9271757908522401
Mid term,69300,0.9268114266802085
Mid term,70200,0.9268183594804558
Mid term,71100,0.9232690445740376
Mid term,72000,0.9255996032759778
Mid term,72900,0.9433016844678724
Mid term,73800,0.9557881076437984
Mid term,74700,0.9656470446610884
Mid term,75600,0.9699902810845638
Mid term,76500,0.9728472731126094
Mid term,77400,0.9758086705791109
Mid term,78300,0.9794988515087631
Mid term,79200,0.9783991253030349
Mid term,80100,0.9817168369958098
Mid term,81000,0.9832614163296569
Mid term,81900,0.9851946648714137
Mid term,82800,0.9858731232308269
Mid term,83700,0.9875397980389887
Mid term,84600,0.9899052850091833
Mid term,85500,0.9923206473765108
Distant future,0,0.9987976217308052
Distant future,900,0.9996568687029784
Distant future,1800,0.9997330225910255
Distant future,2700,0.9998927314052374
Distant future,3600,0.9999791099287111
Distant future,4500,0.9998638671920742
Distant future,5400,0.9996508336899199
Distant future,6300,0.9998064151983088
Distant future,7200,0.9992962680737285
Distant future,8100,0.9996612526965175
Distant future,9000,0.9996908989809948
Distant future,9900,0.9995147164881597
Distant future,10800,0.9994407237817349
Distant future,11700,0.999354987090212
Distant future,12600,0.9987954616169668
Distant future,13500,0.9987970968187198
Distant future,14400,0.9988954226398727
Distant future,15300,0.9980672972759213
Distant future,16200,0.997193155961864
Distant future,17100,0.9957623473231254
Distant future,18000,0.9934644659376675
Distant future,18900,0.9839923876723734
Distant future,19800,0.965141530989481
Distant future,20700,0.944530628692052
Distant future,21600,0.9431365261558879
Distant future,22500,0.9492780562698707
Distant future,23400,0.950017840560002
Distant future,24300,0.9501599155437961
Distant future,25200,0.9499543009335011
Distant future,26100,0.9501898652704822
Distant future,27000,0.9457942338256282
Distant future,27900,0.9429438283044272
Distant future,28800,0.9452274885766736
Distant future,29700,0.9440034437499493
Distant future,30600,0.9421115468911129
Distant future,31500,0.9389269672417341
Distant future,32400,0.9392531772910521
Distant future,33300,0.9408216827847593
Distant future,34200,0.9426412453976611
Distant future,35100,0.9455965349816364
Distant future,36000,0.9472630847937544
Distant future,36900,0.947393975220328
Distant future,37800,0.9475136097218172
Distant future,38700,0.9446135547778226
Distant future,39600,0.947792356686647
Distant future,40500,0.9474432215594158
Distant future,41400,0.94684283813486
Distant future,42300,0.9438947235122208
Distant future,43200,0.9416794298635518
Distant future,44100,0.9415523598182847
Distant future,45000,0.939756939436551
Distant future,45900,0.9391050963906661
Distant future,46800,0.9383501862510186
Distant future,47700,0.9406235724002979
Distant future,48600,0.9358204274928988
Distant future,49500,0.9361080476291479
Distant future,50400,0.9364972556241473
Distant future,51300,0.9351626725468728
Distant future,52200,0.9328421211875563
Distant future,53100,0.9301789407885581
Distant future,54000,0.9332959354961576
Distant future,54900,0.9293042588428608
Distant future,55800,0.9308621672749892
Distant future,56700,0.9292278085677664
Distant future,57600,0.93023057079617
Distant future,58500,0.9267134580566077
Distant future,59400,0.9297310521940224
Distant future,60300,0.9316430190591003
Distant future,61200,0.9312769128376284
Distant future,62100,0.9327362399724964
Distant future,63000,0.9348390752638019
Distant future,63900,0.9336061160290261
Distant future,64800,0.934323934528064
Distant future,65700,0.9378602123131008
Distant future,66600,0.9397768064212181
Distant future,67500,0.9404719386890803
Distant future,68400,0.9397530687631085
Distant future,69300,0.9410266876932436
Distant future,70200,0.9400452463700278
Distant future,71100,0.9372173365269474
Distant future,72000,0.9394172868205697
Distant future,72900,0.9543730089850527
Distant future,73800,0.9644765847762198
Distant future,74700,0.9714321898468172
Distant future,75600,0.9760309862424579
Distant future,76500,0.9790592695498083
Distant future,77400,0.9802655920500141
Distant future,78300,0.9835721160525012
Distant future,79200,0.983853837423373
Distant future,80100,0.9852728849547046
Distant future,81000,0.9876683944036849
Distant future,81900,0.9880140931370455
Distant future,82800,0.9876667637676196
Distant future,83700,0.9901967968746109
Distant future,84600,0.9923176337493561
Distant future,85500,0.9933058914590751
